"Year","ODS_Code","Age","Item","Term","Numerator","Denominator","Proportion","Benchmark","ODS_Name","Postcode","longitude","latitude","PCN_Code","PCN_Name","Yet_to_receive"
"2019/20","H82015","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",37,38,0.973684210526316,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","12 months","MenB","Meningococcal group B disease vaccine",37,38,0.973684210526316,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",37,38,0.973684210526316,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",35,38,0.921052631578947,"Medium (90-95%)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  3"
"2019/20","H82015","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",39,40,0.975,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",39,40,0.975,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",39,40,0.975,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",39,40,0.975,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",39,40,0.975,"High (95%+)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  1"
"2019/20","H82015","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",50,55,0.909090909090909,"Medium (90-95%)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  5"
"2019/20","H82015","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",46,55,0.836363636363636,"Low (<90%)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  9"
"2019/20","H82015","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",42,55,0.763636363636364,"Low (<90%)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN"," 13"
"2019/20","H82015","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",51,55,0.927272727272727,"Medium (90-95%)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  4"
"2019/20","H82015","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",49,55,0.890909090909091,"Low (<90%)","Phoenix Medical Group","BN12 4FD",-0.40442,50.806603,"U49536","Coastal and South Downs PCN","  6"
"2019/20","H82016","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",125,135,0.925925925925926,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 10"
"2019/20","H82016","12 months","MenB","Meningococcal group B disease vaccine",125,135,0.925925925925926,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 10"
"2019/20","H82016","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",125,135,0.925925925925926,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 10"
"2019/20","H82016","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",118,135,0.874074074074074,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 17"
"2019/20","H82016","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",143,151,0.947019867549669,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  8"
"2019/20","H82016","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",133,151,0.880794701986755,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 18"
"2019/20","H82016","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",134,151,0.887417218543046,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 17"
"2019/20","H82016","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",134,151,0.887417218543046,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 17"
"2019/20","H82016","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",134,151,0.887417218543046,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 17"
"2019/20","H82016","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",146,151,0.966887417218543,"High (95%+)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  5"
"2019/20","H82016","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",146,151,0.966887417218543,"High (95%+)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  5"
"2019/20","H82016","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",133,151,0.880794701986755,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 18"
"2019/20","H82016","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",145,151,0.960264900662252,"High (95%+)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  6"
"2019/20","H82016","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",135,151,0.894039735099338,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 16"
"2019/20","H82020","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",76,87,0.873563218390805,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 11"
"2019/20","H82020","12 months","MenB","Meningococcal group B disease vaccine",76,87,0.873563218390805,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 11"
"2019/20","H82020","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",77,87,0.885057471264368,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 10"
"2019/20","H82020","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",72,87,0.827586206896552,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 15"
"2019/20","H82020","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",84,85,0.988235294117647,"High (95%+)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  1"
"2019/20","H82020","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",78,85,0.917647058823529,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  7"
"2019/20","H82020","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",77,85,0.905882352941177,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  8"
"2019/20","H82020","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",77,85,0.905882352941177,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  8"
"2019/20","H82020","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",76,85,0.894117647058824,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  9"
"2019/20","H82020","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",72,78,0.923076923076923,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  6"
"2019/20","H82020","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",70,78,0.897435897435898,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  8"
"2019/20","H82020","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",63,78,0.807692307692308,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 15"
"2019/20","H82020","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",71,78,0.91025641025641,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  7"
"2019/20","H82020","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",64,78,0.82051282051282,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 14"
"2019/20","H82021","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",41,41,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","12 months","MenB","Meningococcal group B disease vaccine",41,41,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",41,41,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",41,41,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",40,40,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",38,40,0.95,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2019/20","H82021","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",40,40,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",40,40,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",38,40,0.95,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2019/20","H82021","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",43,44,0.977272727272727,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  1"
"2019/20","H82021","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",43,44,0.977272727272727,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  1"
"2019/20","H82021","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",41,44,0.931818181818182,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  3"
"2019/20","H82021","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",44,44,1,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  0"
"2019/20","H82021","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",42,44,0.954545454545455,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2019/20","H82022","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",75,81,0.925925925925926,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  6"
"2019/20","H82022","12 months","MenB","Meningococcal group B disease vaccine",74,81,0.91358024691358,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  7"
"2019/20","H82022","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",74,81,0.91358024691358,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  7"
"2019/20","H82022","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",73,81,0.901234567901235,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  8"
"2019/20","H82022","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",91,94,0.968085106382979,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  3"
"2019/20","H82022","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",88.0000000000001,94,0.936170212765958,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  6"
"2019/20","H82022","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",91,94,0.968085106382979,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  3"
"2019/20","H82022","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",90,94,0.957446808510638,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  4"
